TIC,sectors,period,range
59466956,"[6, 33]",0.70841,0.0006800000000000139
59467862,[6],2.3315,
59468405,"[6, 33]",0.40766,0.00032000000000004247
59468681,"[6, 33]",0.364495,0.00030999999999997696
59473153,"[6, 33]",3.4617,0.10339999999999971
59473311,"[6, 33]",1.086925,0.06956999999999991
59473603,"[6, 33]",7.6448,0.3423999999999996
59500324,[12],1.34743,
59532876,"[6, 7, 8, 35]",3.7089,2.4730999999999996
59533943,[8],1.33706,
59533969,"[7, 8, 33, 35]",4.7843,2.9804
59534007,"[6, 7, 33, 34, 35]",4.3626,2.4499
59534108,[8],5.62,
59535030,"[7, 34, 35]",5.796866666666666,0.23980000000000068
59535179,"[7, 8, 34]",6.414633333333332,4.4242
59569836,[13],0.34213,
59589944,[12],2.78,
59589946,[12],2.15389,
59592857,[12],7.29,
59603086,[7],0.55034,
59604541,[33],6.636,
59604704,"[7, 34]",5.80395,0.10049999999999937
59605102,[35],7.282,
59605619,[7],1.30683,
59605728,"[7, 33]",1.5375649999999998,0.0011300000000000754
59605743,"[7, 8, 33, 35]",1.5369125,0.005519999999999969
59605771,"[7, 8]",6.9265,0.8309999999999995
59607111,"[7, 8, 33, 35]",0.62734,0.0005600000000000049
59607121,[8],7.422,
59607445,"[7, 8, 33, 35]",5.3668499999999995,0.11160000000000014
59608160,[7],0.0402,
59608424,[35],0.53892,
59608614,"[7, 8, 33, 34, 35]",0.046049999999999994,0.02042
59648753,"[8, 33, 34, 35]",2.2472225,0.35168
59649966,[33],4.6358,
59652085,"[7, 8, 34]",2.2540099999999996,0.13802999999999965
59654960,"[7, 33, 35]",6.7397,0.3511999999999995
59655228,"[8, 33, 35]",6.256033333333332,4.478
59656642,"[7, 8]",5.44665,0.053300000000000125
59695672,[13],1.25103,
59707643,"[6, 33]",2.7872,0.05860000000000021
59707974,"[6, 33]",2.59025,0.012099999999999778
59708872,[33],8.61,
59709279,"[6, 33]",3.216,0.010800000000000143
59712928,"[6, 33]",5.11495,0.029900000000000482
59726839,"[7, 8, 33, 34, 35]",2.61142,1.5748000000000002
59727721,"[7, 8]",6.4384999999999994,9.285
59728484,"[7, 8, 35]",3.3796666666666666,0.060100000000000264
59730718,"[7, 35]",2.9573,3.1506000000000007
59747037,"[6, 33]",1.00484,0.0019599999999999618
59750863,"[6, 33]",3.15375,0.007100000000000328
59751745,"[6, 33]",2.6803,0.028200000000000003
59753161,"[6, 33]",2.84185,0.12929999999999975
59754333,[6],1.47541,
59754335,[6],1.47541,
59754739,"[6, 33]",6.297499999999999,0.08499999999999996
59754825,"[6, 33]",5.2939,0.012800000000000367
59756188,[33],7.29,
59756403,[7],0.03144,
59757295,"[7, 33, 35]",0.3619666666666667,0.0016300000000000203
59757767,"[7, 8, 33, 35]",3.141375,0.10849999999999982
59757880,[7],8.705,
59758223,"[7, 8, 34, 35]",0.738775,0.0008599999999999719
59758495,[33],1.1474,
59759766,"[33, 35]",0.39132,0.0013600000000000279
59759886,"[7, 8, 33, 35]",5.659425,0.26529999999999987
59759891,[33],0.39036,
59760936,"[8, 33, 35]",2.3718,0.05010000000000003
59764447,[7],4.534,
59785925,[13],0.48951,
59786505,[13],9.91,
59840786,"[6, 33]",1.88069,0.00541999999999998
59841187,"[6, 33]",6.23505,0.08009999999999984
59855078,"[7, 8]",6.781000000000001,0.38200000000000056
59857679,"[7, 33, 34, 35]",0.5194075,0.0006800000000000139
59859415,[7],6.4228,
59877771,"[6, 33]",1.3306,0.0032000000000000917
59879081,[19],8.378,
59881399,[19],6.9322,
59881425,[19],6.9383,
59881498,[19],4.0622,
59884351,[6],1.3862,
59890165,[6],0.3809,
59890166,"[6, 33]",0.38095,9.999999999998899e-05
59890559,"[6, 33]",4.40175,0.16670000000000051
59891565,"[6, 33]",0.6145,0.0
59892049,"[7, 33]",6.2452000000000005,0.4370000000000003
59897950,"[7, 8, 33, 34]",1.392605,0.004669999999999952
59899086,"[7, 33, 35]",0.17501333333333333,6.0000000000004494e-05
59901707,"[7, 8]",7.26785,1.5277000000000012
59914138,[13],0.03408,
59949647,"[6, 33]",8.689,1.5740000000000007
59949959,"[6, 33]",0.29503,0.00013999999999997348
59951527,"[6, 33]",0.66584,0.0018599999999999728
59951736,"[6, 33]",6.3481,4.6334
59952738,"[6, 33]",2.04641,0.10396000000000027
59954286,"[6, 33]",3.36505,0.1059000000000001
59954897,[33],7.053,
59956428,"[6, 33]",1.2419799999999999,4.0000000000040004e-05
59965448,[19],3.5544,
59971509,[8],4.0695,
59971970,[7],4.4677,
59976224,"[7, 8]",1.9513449999999999,0.002690000000000081
59977190,"[7, 8]",4.353199999999999,0.1482000000000001
59977318,[33],0.1796,
59992378,[6],6.693,
59993596,"[6, 33]",0.390855,7.00000000000145e-05
59993637,"[6, 33]",0.11296,0.0
59993695,"[6, 33]",1.725055,0.01051000000000002
59994950,[33],13.17,
59997688,[6],6.229,
60001458,[6],0.0386,
60028212,"[33, 34, 35]",2.8019999999999996,0.016999999999999904
60028388,"[34, 35]",0.18213000000000001,0.00011999999999998123
60029790,"[7, 8, 33, 34, 35]",3.2178999999999993,0.20650000000000013
60031785,[8],7.071,
60035812,"[6, 33]",1.8884400000000001,0.1006600000000002
60038154,"[6, 33]",7.3306000000000004,0.26480000000000015
60040868,"[6, 33]",4.3095,2.919
60077849,"[7, 8, 33, 34]",0.108475,3.999999999999837e-05
60090251,[13],2.54,
60095732,[13],3.9017,
60116350,[33],6.907,
60117588,"[6, 33]",3.285,0.10640000000000027
60134783,[7],5.8617,
60135452,"[8, 33, 35]",4.3929,3.4688000000000003
60136741,[34],3.9302,
60136745,[34],3.9498,
60143127,"[7, 8]",7.355,8.95
60163981,[13],2.8746,
60166059,[13],4.26,
60170155,"[6, 33]",1.122325,0.0012699999999998823
60170160,"[6, 33]",1.95012,0.08376000000000006
60176312,"[6, 33]",5.346299999999999,0.11939999999999973
60189649,"[7, 33, 34, 35]",4.7235,0.07479999999999976
60192280,"[7, 8, 33, 34, 35]",3.22046,0.6399999999999997
60195214,[35],0.17555,
60224627,[19],0.29545,
60233707,"[6, 33]",2.9901999999999997,0.039599999999999635
60236076,[6],1.919,
60238100,[6],0.25121,
60238142,"[6, 33]",1.83572,3.16856
60239464,"[6, 33]",3.33935,0.011099999999999888
60243890,[33],0.96194,
60247672,[7],7.885,
60293475,"[6, 33]",2.01062,2.33196
60293535,"[6, 33]",5.86385,0.014300000000000423
60296425,[6],0.25153,
60296795,"[6, 33]",3.2937,0.10860000000000003
60300761,[13],6.2318,
60321189,"[7, 8, 33, 34]",7.738999999999999,4.9757
60325846,"[7, 8, 34, 35]",1.433115,0.007739999999999858
60326527,"[7, 8]",0.252325,1.0000000000010001e-05
60351135,"[6, 33]",2.328455,1.72349
60357088,[13],6.098,
60357546,[13],4.1698,
60374035,"[7, 8]",4.8734,0.03699999999999992
60374037,[7],0.03573,
60376765,[7],6.2374,
60387017,[19],6.643,
60414063,"[6, 33]",4.04265,0.03049999999999997
60460132,[13],6.7755,
60466115,[13],2.20268,
60482328,[6],3.4867,
60483211,[6],1.1773,
60483897,[6],1.7488,
60521964,"[6, 33]",0.380645,0.00032999999999999696
60524219,"[6, 33]",5.795450000000001,0.3813000000000004
60529579,[13],2.816,
60530267,[13],1.32862,
60557017,"[7, 8, 34, 35]",3.311025,0.1634000000000002
60559301,"[7, 8, 34]",2.9287000000000005,4.2773200000000005
60571882,[13],0.72654,
60583956,[6],0.21109,
60584872,"[6, 33]",1.2016149999999999,0.0010299999999998644
60596760,[19],2.2145,
60607123,"[34, 35]",2.77395,0.005700000000000038
60608542,[7],7.9974,
60635407,[13],8.1515,
60664612,[19],1.80515,
60876765,"[5, 32]",2.3258,0.0045999999999999375
60879587,[5],7.5514,
60879815,[5],5.1322,
60891185,[13],7.2221,
61012630,[11],0.4444,
61052607,[13],8.807,
61248231,[33],4.76,
61340256,"[6, 33]",1.0989499999999999,0.027100000000000124
61340366,"[6, 33]",0.21749000000000002,4.000000000001225e-05
61340495,"[6, 33]",2.059915,0.03677000000000019
61340815,"[6, 33]",0.29328,0.0
61341697,"[6, 33]",0.8360449999999999,0.006730000000000014
61399464,"[6, 7, 33]",1.2452133333333333,0.05099000000000009
61400372,"[7, 33]",1.35275,0.011700000000000044
61401954,"[6, 33]",9.854,0.4919999999999991
61401987,"[6, 7, 33]",4.678133333333333,0.2564000000000002
61407660,[7],6.1213,
61409016,"[6, 7, 33]",3.9176333333333333,0.052000000000000046
61409421,"[6, 7, 33]",1.2819233333333333,0.006229999999999958
61410096,"[6, 7]",1.00299,0.0043199999999998795
61492170,"[6, 7, 33]",1.8781333333333334,0.006699999999999928
61564948,[13],10.169,
61581618,"[6, 7]",1.181515,0.0008099999999999774
61591615,[33],7.304,
61651654,[13],1.32487,
61694273,[13],7.439,
61757504,[33],5.941,
61844914,[7],7.16,
61896768,"[13, 27]",1.6135000000000002,0.001000000000000112
61905202,[33],4.3048,
61906026,"[7, 33]",5.76,3.84
62102629,[19],6.749,
62135538,"[15, 16]",3.07675,0.033500000000000085
62160441,[13],7.38,
62189547,"[13, 27]",0.128525,1.0000000000010001e-05
62238710,"[15, 16]",3.9792,0.04159999999999986
62241131,"[15, 16]",0.39961,0.0007800000000000029
62242817,"[15, 16]",0.87344,0.00043999999999999595
62247373,"[15, 16]",5.3038,0.11580000000000013
62475913,[8],1.01882,
62476540,"[8, 34]",0.367285,0.00040999999999996595
62511128,"[15, 16]",1.646575,0.029530000000000056
62535784,[13],1.208,
62561118,[19],4.2747,
62561139,[19],4.2829,
62596112,"[15, 16]",3.44755,0.05449999999999999
62597888,[15],6.2414,
62599189,"[15, 16]",0.506355,0.0025500000000000522
62599943,[16],3.21,
62662961,[13],0.35381,
62665574,[13],9.202,
62724542,[13],7.2969,
62767432,"[15, 16]",0.02983,0.0
62950817,[15],2.09969,
62954556,"[15, 16]",5.38275,0.13670000000000027
62957113,"[15, 16]",4.69235,0.4772999999999996
62962856,"[15, 16]",3.30255,0.0038999999999997925
62966606,"[7, 33, 34]",1.0323033333333334,0.005830000000000002
62969188,"[7, 34]",7.4999,0.40420000000000034
62969637,"[6, 33]",2.24865,0.11650000000000027
62970055,"[6, 7]",2.36885,0.0022999999999999687
62970976,"[6, 7, 33, 34]",3.617825,0.01130000000000031
62970994,"[6, 7, 33, 34]",1.35236,0.7815700000000001
62971414,[7],0.36639,
62973010,"[7, 33, 34]",2.9481300000000004,4.1586099999999995
62973123,"[6, 7, 33, 34]",1.7778399999999999,0.04695000000000005
63004513,[14],2.7302,
63022404,[13],2.71484,
63039618,"[6, 7, 33]",6.3339,0.28110000000000035
63044312,"[7, 33, 34]",1.3852,0.004049999999999887
63044473,"[6, 7]",6.2642500000000005,0.1709000000000005
63045059,"[6, 7, 33, 34]",3.1953250000000004,0.0653999999999999
63046412,"[6, 7, 33, 34]",0.5405074999999999,0.0009000000000000119
63047526,"[7, 34]",5.5965,0.19500000000000028
63048392,"[6, 7, 33, 34]",1.726815,0.014720000000000066
63062138,[15],1.34852,
63064135,[15],1.3254,
63111550,"[7, 33, 34]",6.391666666666667,0.23850000000000016
63112135,"[6, 7, 33, 34]",1.1606325,2.79366
63112562,"[6, 7]",4.3124,0.14360000000000017
63112715,"[6, 7, 33, 34]",2.8764000000000003,0.055600000000000094
63113151,[6],7.032,
63120027,[15],0.72937,
63154280,[15],6.642,
63154556,[16],6.62,
63180981,[13],1.09252,
63181655,[13],5.3447,
63193281,"[6, 7, 33]",4.876333333333334,3.4106
63195104,[6],1.644,
63196084,"[6, 7, 33, 34]",6.184175,0.45669999999999966
63197614,"[6, 7, 33, 34]",1.3531325,0.021600000000000064
63200173,"[6, 33]",0.420495,0.015689999999999982
63201608,"[7, 33]",6.431,4.208
63207800,"[14, 15]",4.5138,0.023600000000000065
63210873,[15],1.82623,
63233406,"[15, 16]",0.825855,0.00028999999999990145
63234662,[16],6.245,
63235935,"[15, 16]",2.287605,0.00478999999999985
63240519,[13],7.2767,
63244339,[13],5.5347,
63271270,[13],10.541,
63283615,[15],2.9808,
63287886,[14],1.35652,
63287888,[14],1.356,
63291518,[15],0.79275,
63295780,"[6, 7, 33, 34]",2.3674325,0.037269999999999914
63296299,"[6, 33]",4.105,0.3380000000000001
63296937,[6],0.99891,
63301488,"[6, 7, 33, 34]",2.1102325,0.005510000000000126
63304243,"[6, 7, 33, 34]",4.4155,0.1661999999999999
63306476,"[6, 7, 33, 34]",1.9640374999999999,0.15900000000000025
63316646,[15],4.0361,
63319496,[16],7.01,
63359257,"[6, 7, 33, 34]",3.5412749999999997,0.1269
63359522,"[7, 33, 34]",7.430700000000001,1.3007
63359573,"[6, 7, 33]",2.8308999999999997,0.0947
63368466,[15],0.34079,
63369973,[15],3.266,
63371894,[15],3.7851,
63420010,"[6, 7, 33]",4.649033333333333,2.0577000000000005
63426067,[7],6.7228,
63428572,"[6, 7, 33, 34]",2.5536075,0.21442999999999968
63431439,"[6, 7, 33]",6.657900000000001,3.9343000000000004
63432716,[15],3.83,
63474489,[33],2.0609,
63475004,"[6, 7, 33, 34]",0.7372075,0.00031000000000003247
63476358,[7],1.058,
63479034,"[7, 33]",0.297155,0.00031000000000003247
63480310,"[6, 7, 33]",3.3315666666666672,0.024799999999999933
63481259,"[6, 7, 33, 34]",0.98046,0.021109999999999962
63481857,[34],4.0529,
63483576,"[6, 7, 33, 34]",3.919225,0.028200000000000003
63528226,"[15, 16]",3.23505,0.07030000000000003
63531767,[15],6.743,
63538409,[15],2.32103,
63546054,"[14, 15]",3.5582000000000003,0.0134000000000003
63581131,[7],1.81001,
63581773,"[7, 33, 34]",0.6697633333333334,0.006210000000000049
63582065,"[7, 33, 34]",3.203473333333333,1.96278
63604104,[13],0.03305,
63635764,[16],2.6479,
63636863,[16],2.03,
63637975,[16],6.17,
63640153,"[15, 16]",5.428599999999999,0.06200000000000028
63665020,"[7, 34]",5.4053,0.24139999999999961
63668316,"[7, 33]",1.0714299999999999,0.003920000000000146
63668415,"[7, 33]",1.6240199999999998,2.65496
63671427,"[7, 34]",0.292325,0.0007099999999999884
63672120,"[7, 33, 34]",0.52049,0.014519999999999977
63706522,[15],2.9166,
63706579,[15],2.9254,
63720920,[33],0.02869,
63727813,[33],6.7691,
63740324,[14],0.81421,
63764778,[13],0.58489,
63775072,"[15, 16]",7.4185,0.4169999999999998
63775179,"[15, 16]",2.75438,3.80764
63801859,[33],1.1781,
63802046,[7],3.89,
63805468,"[7, 33, 34]",4.3648,0.32569999999999943
63819872,[15],1.07058,
63829541,[15],14.39,
63834032,"[14, 15]",6.9253,0.2596000000000007
63853202,[15],3.0239,
63853600,[15],0.998,
63856473,"[15, 16]",1.4946549999999998,0.01668999999999987
63878667,[13],2.21043,
63887753,"[7, 34]",6.49725,0.16549999999999976
63913810,"[15, 16]",1.315685,0.0013700000000000934
63915874,"[15, 16]",5.60365,1.9826999999999995
63934141,[15],0.42888,
63946539,[7],1.637,
63946717,"[7, 33]",2.26335,0.0012999999999996348
63949035,"[7, 33, 34]",1.6242266666666667,0.01032999999999995
63954110,"[7, 33, 34]",1.5244366666666667,0.02668999999999988
63960424,[16],6.322,
63960429,[16],6.322,
63967188,[16],6.9664,
63968839,"[16, 17]",3.80375,0.12749999999999995
64050903,"[14, 15]",1.3454000000000002,0.0016800000000001258
64056310,[33],12.97,
64057494,[7],0.18945,
64061735,"[7, 33, 34]",4.822466666666666,0.07039999999999935
64066828,"[33, 34]",0.38878999999999997,0.0006999999999999784
64077901,"[16, 17]",5.23175,0.11430000000000007
64080754,"[16, 17]",1.11454,0.0014199999999999768
64099042,[15],7.07,
64101905,"[15, 16]",0.71418,6.0000000000060005e-05
64136292,[7],0.0293,
64147282,[15],2.27455,
64163387,[24],0.47236,
64165543,"[17, 24]",3.1594499999999996,0.09889999999999999
64166330,"[16, 17, 24]",4.150366666666667,0.42910000000000004
64167571,"[17, 24]",6.6769,0.15380000000000038
64175385,"[16, 17, 24]",1.2173866666666668,0.0021800000000000708
64186861,"[15, 16]",1.28,0.0
64199733,[7],0.03869,
64201998,[7],0.28068,
64202666,"[7, 34]",6.4363,2.5625999999999998
64211571,[7],9.2,
64271164,[17],0.10319,
64271651,[17],3.216,
64271931,"[16, 17]",1.6497,0.006180000000000074
64279984,"[15, 16]",0.59348,0.009319999999999995
64298350,"[7, 33]",1.16646,0.0031200000000000117
64305457,"[7, 33, 34]",0.97178,0.005369999999999986
64345338,[13],6.0952,
64360259,[7],0.45066,
64381867,"[16, 17, 24]",2.0627933333333335,0.04298000000000002
64385996,"[15, 16]",7.609500000000001,0.25899999999999945
64387139,[15],0.57351,
64387542,[15],0.0399,
64397736,[16],5.3347,
64398679,"[15, 16]",1.861285,0.015490000000000004
64399137,[16],2.6253,
64414672,[15],2.6462,
64439765,[33],7.745,
64450266,"[7, 33]",8.310500000000001,0.6010000000000009
64454138,"[7, 33, 34]",6.811933333333333,0.35299999999999976
64456296,"[33, 34]",2.4818,0.013199999999999878
64461250,[16],6.3737,
64472315,"[16, 17]",6.759399999999999,0.20680000000000032
64472947,"[16, 17, 24]",6.8505666666666665,0.2599999999999998
64479430,[16],1.425,
64484225,[16],5.8335,
64487477,[16],2.7,
64521466,[14],5.06,
64544943,"[7, 33]",3.8129999999999997,0.14680000000000026
64545686,"[7, 33, 34]",0.3938833333333333,0.00023000000000000798
64546500,"[7, 33]",2.3803,0.0036000000000000476
64546663,"[7, 33, 34]",4.0116000000000005,0.0636000000000001
64546754,[7],0.1313,
64555681,"[16, 17, 24]",1.62984,0.01317999999999997
64556493,"[16, 24]",2.69868,0.01609999999999978
64557792,[16],6.438,
64567404,[7],2.9815,
64568891,[7],5.2276,
64580369,[15],7.021,
64587104,[16],8.47,
64590111,"[15, 16]",4.67545,0.1766999999999994
64597035,[7],6.0263,
64599635,[34],4.91,
64600312,"[7, 33]",1.616075,2.6130500000000003
64601307,[7],0.39491,
64646728,"[16, 17]",4.0393,0.14460000000000006
64656758,[17],5.314,
64672535,[7],5.8212,
64693191,"[7, 33, 34]",0.28647333333333336,0.0006599999999999939
64702145,"[7, 33]",7.882350000000001,3.617300000000001
64702378,[7],5.9503,
64723702,[7],0.08462,
64737873,[16],6.54,
64765199,[16],4.7169,
64768819,[15],6.7891,
64775249,"[15, 16]",4.1056,0.11120000000000019
64778811,"[15, 16]",5.927949999999999,3.4813
64780696,"[7, 33, 34]",0.5388833333333334,0.018509999999999915
64789485,[7],6.599,
64790885,"[33, 34]",5.26235,0.5617000000000001
64799246,"[7, 34]",3.2104,0.04079999999999995
64832246,[17],5.6,
64891639,"[15, 16]",0.0376,0.0
64892225,"[15, 16]",7.0138,0.012399999999999523
64947862,"[16, 17]",1.969405,0.0023699999999999832
64948180,"[16, 17]",5.780900000000001,0.23899999999999988
64951859,"[16, 17, 24]",1.4030699999999998,0.8829800000000001
64965108,"[7, 33]",2.858935,0.0012700000000003264
64979665,[16],5.7831,
64981813,"[15, 16]",0.02994,0.0
64983141,[16],0.15646,
65034399,"[16, 17, 24]",3.0471000000000004,0.011299999999999866
65036677,[24],4.5411,
65070994,"[15, 16]",1.2881399999999998,0.010280000000000067
65078003,"[15, 16]",1.9380000000000002,0.0020000000000000018
65078100,[16],4.337,
65079714,"[15, 16]",5.8811,0.1053999999999995
65083207,[18],6.72,
65083989,[18],3.348,
65102860,"[17, 24]",6.7431,4.9238
65103034,[17],11.853,
65103206,[24],0.68961,
65104221,[24],4.8912,
65115651,[24],0.8698,
65123721,[15],0.85746,
65152573,[7],3.8526,
65157535,[18],0.16872,
65161718,[18],11.752,
65162623,[18],0.26963,
65162758,[18],1.74581,
65163699,[18],4.39,
65173137,[24],1.35158,
65186202,[7],3.7454,
65195892,[18],3.4306,
65198436,[18],1.93161,
65201487,[18],6.247,
65205445,[18],0.95483,
65206390,[18],0.32551,
65206474,[18],2.6804,
65270037,[17],14.67,
65270676,"[17, 24]",5.665900000000001,0.06599999999999984
65271453,"[17, 24]",7.3379,0.7103999999999999
65274511,"[17, 24]",0.580155,0.00029000000000001247
65279859,[18],2.5491,
65280220,[18],0.264,
65281915,[18],10.648,
65292864,"[7, 33]",0.03103,0.0
65294574,[7],0.10555,
65295121,[7],0.028,
65351493,[18],0.36032,
65352036,[18],0.93027,
65356799,[18],5.35,
65357008,[18],4.8341,
65357346,[18],5.432,
65357789,[18],3.82,
65359643,[18],5.605,
65364989,[24],0.76027,
65365166,"[17, 24]",1.2659150000000001,0.004330000000000167
65365499,"[17, 24]",1.61155,0.011099999999999888
65365658,[17],4.6366,
65370762,"[17, 24]",3.4318999999999997,0.07220000000000004
65402571,[7],7.1,
65412379,[7],6.36,
65445985,[18],2.62,
65454509,"[17, 24]",0.59887,0.00025999999999992696
65455332,"[17, 24]",0.44671,0.00031999999999998696
65455489,[24],3.9799,
65455543,[24],2.5321,
65455951,[17],1.01791,
65456425,"[17, 24]",2.02616,0.012319999999999887
65461056,[24],2.25,
65489326,[18],0.248,
65490402,[18],0.19619,
65494872,[18],6.056,
65495369,[18],5.303,
65540237,[7],0.49413,
65550637,"[7, 33, 34]",0.3180733333333334,0.000130000000000019
65558370,"[17, 24]",1.283,0.0020000000000000018
65558902,[17],2.7793,
65559097,[17],3.8677,
65566037,[24],2.15878,
65566601,[18],6.44,
65566708,[18],0.73846,
65570080,[18],6.323,
65585295,[7],6.6,
65626480,[24],0.17452,
65635730,"[17, 24]",0.766195,0.0007500000000000284
65647208,[18],11.208,
65659471,"[7, 33, 34]",5.1791,0.5380000000000003
65677997,[19],4.6669,
65688611,[18],0.71148,
65688694,[18],10.111,
65697949,[18],5.7141,
65703905,[33],0.45742,
65705241,"[7, 33, 34]",6.463233333333334,0.14069999999999983
65748330,[18],2.50288,
65781656,[19],3.99,
65783403,[19],3.57,
65785209,[19],1.802,
65788282,[19],2.5883,
65805059,[7],0.37322,
65807584,[7],1.7083,
65826097,[19],0.1764,
65832083,[19],6.7361,
65836253,[19],6.01,
65838505,[19],1.30372,
65867149,[13],7.57,
65904792,[33],8.686,
65907333,"[7, 33, 34]",0.29274666666666666,0.00039000000000000146
65912776,[19],6.33,
65913574,[19],0.1855,
65960340,[19],3.091,
65976278,[33],1.07494,
65989262,[17],6.665,
66001201,[13],4.6036,
66023802,"[7, 34]",0.49691,0.00012000000000000899
66027097,"[7, 34]",0.319065,0.0006099999999999994
66055474,"[7, 34]",2.0973550000000003,0.011489999999999778
66069797,[16],6.776,
66079079,[17],0.78578,
66124911,[19],1.31917,
66150372,[7],0.9039,
66153418,"[7, 33, 34]",7.143233333333334,4.1503
66189503,[7],7.791,
66195833,[17],6.203,
66206632,"[16, 17]",0.8916999999999999,0.0013999999999999568
66214378,[19],2.82,
66221471,[7],9.168,
66229803,"[7, 34]",1.99002,0.007560000000000011
66235689,[7],6.2778,
66241009,[33],1.532,
66241092,[33],0.06251,
66258531,[13],3.2256,
66280888,[15],4.6495,
66298200,[19],6.733,
66303174,[19],3.0439,
66315907,[7],3.8168,
66316344,[7],5.656,
66317021,[7],4.4707,
66322277,[19],3.3999,
66330285,[7],0.13409,
66495262,"[6, 33]",4.4961,0.03000000000000025
66495752,[6],1.14576,
66495819,"[6, 33]",4.8412500000000005,0.03130000000000077
66504760,"[7, 34]",3.70715,0.1333000000000002
66526047,[6],9.996,
66526176,[6],1.8606,
66526197,[6],6.7902,
66526234,[6],4.3664,
66526270,[6],4.2211,
66526524,[6],0.76339,
66526525,[6],0.76339,
66527007,[6],4.1832,
66527266,[6],2.9716,
66527267,[6],2.9812,
66527722,[6],6.5401,
66528173,[6],5.363,
66528408,[6],4.949,
66528804,"[6, 33]",0.67928,0.00039999999999995595
66528949,"[6, 33]",3.1824500000000002,0.05690000000000017
66529133,"[6, 33]",0.5104850000000001,0.004390000000000005
66529205,"[6, 33]",4.56525,0.0235000000000003
66529354,"[6, 33]",0.54541,0.0019799999999999818
66529561,[6],0.87102,
66529593,"[6, 33]",0.462375,0.00023000000000000798
66529738,"[6, 33]",2.900865,0.0010700000000003485
66532552,"[6, 33]",2.58005,0.02010000000000023
66533330,"[6, 33]",1.83739,1.22948
66533336,"[6, 33]",2.43986,0.040280000000000094
66533371,"[6, 33]",2.7871,0.04919999999999991
66539637,"[16, 17]",5.854100000000001,0.3517999999999999
66556597,[6],2.3315,
66557249,[6],0.90788,
66557368,[6],2.8048,
66557805,"[6, 33]",2.4397,0.04059999999999997
66558056,"[6, 33]",2.4474,0.014800000000000146
66558470,"[6, 33]",1.1325699999999999,0.0014600000000000168
66559368,[6],0.036,
66559676,"[6, 33]",5.6962,0.15600000000000058
66571077,[19],0.59203,
66571594,[19],1.68382,
66590437,[15],1.937,
66595171,"[7, 33, 34]",0.22562666666666667,0.0006000000000000172
66631903,"[16, 17]",2.0199999999999996,0.020000000000000018
66648029,"[6, 33]",1.92768,0.014780000000000015
66648784,"[6, 33]",3.5132000000000003,0.013599999999999834
66649009,[6],1.08748,
66649232,"[6, 33]",3.8728499999999997,0.7072999999999996
66649939,"[6, 33]",1.1813150000000001,0.005369999999999875
66650652,"[6, 33]",0.379945,0.0008900000000000019
66650986,"[6, 33]",4.24015,0.020299999999999763
66652170,[6],1.703,
66654199,[33],1.6268,
66655197,"[6, 33]",1.05408,0.000180000000000069
66655204,"[6, 33]",1.05403,0.0
66656333,[19],4.6273,
66661155,[19],0.48779,
66684412,"[6, 33]",2.4574049999999996,0.00920999999999994
66686559,"[6, 33]",2.40792,0.0158400000000003
66687200,[6],0.75839,
66691704,"[6, 33]",2.64586,0.05171999999999999
66721613,[16],6.416,
66737020,"[6, 33]",3.6026,0.025200000000000333
66737909,[33],0.37203,
66738494,[6],0.48714,
66742539,[33],2.52722,
66771441,"[6, 33]",2.587915,1.70137
66771747,[6],0.56709,
66772010,"[6, 33]",5.6849,0.1698000000000004
66773532,"[6, 33]",0.35802999999999996,6.0000000000004494e-05
66773538,"[6, 33]",5.004,0.02659999999999929
66773539,[6],0.70287,
66773998,"[6, 33]",1.27044,0.00641999999999987
66774202,"[6, 33]",0.379695,0.0008700000000000374
66775485,[33],1.2807,
66793868,[16],6.547,
66797716,[15],5.5748,
66819555,[12],1.59087,
66824761,[6],0.84742,
66824773,[6],1.15748,
66824833,"[6, 33]",2.1680200000000003,0.009560000000000013
66824862,"[6, 33]",0.41081,0.00012000000000000899
66825618,"[6, 33]",1.083045,0.038289999999999935
66827214,"[6, 33]",0.25053499999999995,1.0000000000010001e-05
66827233,"[6, 33]",0.37507,0.00025999999999998247
66827393,"[6, 33]",6.44815,0.15310000000000024
66827406,"[6, 33]",0.438415,0.0007700000000000484
66827433,"[6, 33]",1.8399999999999999,0.018000000000000016
66827616,"[6, 33]",6.79345,0.42910000000000004
66838446,[10],7.011,
66841406,"[10, 11]",1.08518,0.000360000000000138
66844087,[10],7.01,
66850487,[19],2.25,
66855098,[19],7.783,
66885182,[6],1.4202,
66885855,[6],0.37919,
66886026,"[6, 33]",0.8676900000000001,0.00012000000000000899
66886375,"[6, 33]",3.31065,0.07030000000000003
66886699,"[6, 33]",7.36045,5.859099999999999
66886705,"[6, 33]",0.250745,0.0005100000000000104
66886748,"[6, 33]",2.808,0.014799999999999702
66886795,[6],1.26661,
66887108,"[6, 33]",0.52425,4.0000000000040004e-05
66887218,"[6, 33]",0.311295,0.20765
66887581,"[6, 33]",0.413815,0.00036999999999998145
66887850,[6],1.94093,
66888753,"[6, 33]",2.8255,0.051000000000000156
66889333,"[6, 33]",4.3119,0.20579999999999998
66889511,"[6, 33]",1.50994,0.21677999999999997
66892392,"[6, 33]",1.19526,0.0005199999999998539
66912875,"[6, 33]",1.31251,0.0034199999999999786
66913082,[6],8.981,
66913175,[33],7.068,
66913230,"[6, 33]",3.97105,0.04549999999999965
66913270,[6],1.547,
66913338,[6],1.9925,
