TIC,sectors,period,range
11201245,[6],9.599,
11201247,[6],9.599,
11201836,"[6, 32]",0.9424999999999999,0.0010000000000000009
11201992,"[6, 32]",4.41775,0.17469999999999963
11202010,[6],8.26,
11202168,[32],2.676,
11202269,"[6, 32]",5.023,3.076
11202446,[6],2.5134,
11202491,[6],2.7946,
11233542,[18],0.0376,
11244455,"[18, 24]",3.64205,0.4497
11244460,"[18, 24]",3.6436,0.4528000000000003
11283097,"[6, 32]",3.1342499999999998,0.5860999999999996
11283111,[6],11.765,
11283114,"[6, 32]",5.403,0.23399999999999999
11283116,[6],5.52,
11283120,[6],2.4657,
11283157,"[6, 32]",3.26195,0.17609999999999992
11283159,"[6, 32]",10.011,0.516
11283171,"[6, 32]",9.340050000000002,1.4978999999999996
11283196,"[6, 32]",2.28299,0.15402000000000005
11283301,"[6, 32]",1.542815,0.00723000000000007
11283382,[32],3.9311,
11283389,[6],7.651,
11283452,"[6, 32]",0.923145,0.0022899999999999032
11283455,[6],5.9694,
11283539,[32],9.768,
11283540,[32],9.768,
11283556,"[6, 32]",1.0625149999999999,0.002890000000000059
11283653,"[6, 32]",1.404685,0.00262999999999991
11283679,[6],4.0633,
11283813,"[6, 32]",1.85006,0.012119999999999909
11283814,"[6, 32]",1.85056,0.011120000000000019
11283857,"[6, 32]",2.9179000000000004,0.0676000000000001
11283864,[6],1.46574,
11283885,"[6, 32]",6.40945,0.11489999999999956
11284044,[6],3.7347,
11284745,"[6, 32]",1.46015,0.0020999999999999908
11284849,[6],0.56698,
11284952,[6],1.48392,
11284983,[32],5.2591,
11285457,"[6, 32]",0.8612500000000001,0.5726000000000001
11285793,"[6, 32]",0.317245,0.21145
11285825,"[6, 32]",2.1580500000000002,0.04109999999999969
11285896,"[6, 32]",4.37885,0.09769999999999968
11285920,[6],0.90448,
11285973,"[6, 32]",1.97447,2.80306
11285978,[6],1.72246,
11285989,"[6, 32]",2.715,0.010000000000000231
11286019,"[6, 32]",8.26855,3.0348999999999995
11286037,[6],4.0018,
11286063,[6],4.7169,
11286070,"[6, 32]",7.75775,0.5884999999999998
11286108,"[6, 32]",1.2343899999999999,0.0040999999999999925
11286109,"[6, 32]",1.2328350000000001,0.0009900000000000464
11286117,[32],2.9065,
11286127,[6],10.714,
11286129,[6],10.714,
11286130,[6],2.38,
11286162,"[6, 32]",3.335,0.11000000000000032
11286175,[6],6.059,
11286197,[6],4.803,
11286211,[32],6.093,
11286226,[32],2.28377,
11286230,[6],0.59599,
11286235,[6],0.595,
11286242,[6],1.22913,
11286243,[6],1.22913,
11286252,[6],6.952,
11286256,"[6, 32]",1.587515,0.010969999999999924
11286257,[6],0.65763,
11286272,[32],4.3495,
11286282,[6],6.2342,
11286306,"[6, 32]",0.9754400000000001,0.0007599999999999829
11286311,[6],2.004,
11286313,"[6, 32]",7.541,0.242
11286318,"[6, 32]",5.69,3.5800000000000005
11286538,[6],10.088,
11286605,"[6, 32]",0.22303,6.0000000000004494e-05
11286622,"[6, 32]",5.6084,0.16320000000000068
11286784,"[6, 32]",0.50146,0.00015999999999993797
11286839,"[6, 32]",3.59065,0.015099999999999891
11286948,"[6, 32]",1.308695,0.003249999999999975
11286982,"[6, 32]",1.5947200000000001,0.0014399999999998858
11287035,"[6, 32]",1.9394,0.013199999999999878
11287089,[6],3.5078,
11287132,"[6, 32]",6.92145,0.30770000000000053
11287137,"[6, 32]",6.9061,0.3752000000000004
11287250,[6],0.6822,
11287380,[6],7.1231,
11287451,[6],4.7096,
11287833,"[6, 32]",5.551349999999999,0.8173000000000004
11287894,"[6, 32]",0.637725,0.0016899999999999693
11287909,"[6, 32]",2.6608,0.026200000000000223
11288075,[6],0.98293,
11288090,"[6, 32]",1.744405,0.0008099999999999774
11288097,[32],7.65,
11288382,[6],8.137,
11288509,[6],1.23003,
11288523,[6],8.007,
11288559,"[6, 32]",2.56203,0.6193400000000002
11288888,[6],2.4937,
11289033,[6],3.9666,
11289051,[6],6.9448,
11289122,[6],0.73135,
11289264,[6],8.836,
11289268,"[6, 32]",9.279,0.934000000000001
11289343,[6],1.96997,
11289474,[6],0.03497,
11289558,[6],0.34424,
11289692,"[6, 32]",3.1509,2.0818
11289706,[6],1.7477,
11289784,"[6, 32]",4.065300000000001,0.0013999999999994017
11289876,"[6, 32]",7.3345,0.1070000000000002
11289895,[6],10.266,
11289910,[6],3.139,
11289915,[6],5.6,
11289989,"[6, 32]",3.1525499999999997,0.0024999999999999467
11289999,"[6, 32]",3.9276,0.05339999999999989
11290011,"[6, 32]",4.39495,0.18989999999999974
11290021,[6],5.81,
11290042,[6],3.1191,
11290178,"[6, 32]",0.94521,0.0007200000000000539
11290179,"[6, 32]",5.0998,0.18440000000000012
11290349,[6],2.7097,
11290453,"[6, 32]",1.68589,0.05397999999999992
11290514,[6],0.795,
11290573,"[6, 32]",8.0875,1.059000000000001
11290607,"[6, 32]",0.9582200000000001,0.0014399999999999968
11290620,[6],2.4432,
11290692,"[6, 32]",2.37115,0.0602999999999998
11290693,"[6, 32]",2.3722000000000003,0.06239999999999979
11290785,[6],8.533,
11290791,"[6, 32]",2.7500999999999998,0.0855999999999999
11290799,"[6, 32]",1.973065,0.0018700000000000383
11290805,[6],9.284,
11290916,"[6, 32]",4.2492,0.1183999999999994
11290917,[6],3.235,
11290928,"[6, 32]",4.817,0.1459999999999999
11290939,[6],1.30453,
11290945,"[6, 32]",3.7592,0.07819999999999983
11290956,"[6, 32]",8.05125,0.041499999999999204
11290970,"[6, 32]",2.326,1.0
11290986,"[6, 32]",0.048655000000000004,0.036890000000000006
11290998,[6],5.7896,
11291005,[6],5.7729,
11291023,"[6, 32]",4.06495,0.049900000000000055
11291063,"[6, 32]",5.9705,0.30100000000000016
11291073,[6],2.4995,
11291101,[6],1.72,
11291111,"[6, 32]",4.95645,0.047100000000000364
11291121,"[6, 32]",4.1563,1.9874000000000005
11291153,[32],1.66761,
11291211,"[6, 32]",0.6919299999999999,0.45983999999999997
11291229,[6],4.9122,
11292002,[6],6.3269,
11292051,"[6, 32]",1.0968900000000001,0.0017799999999998928
11292103,"[6, 32]",4.17825,3.3844999999999996
11292285,"[6, 32]",2.399905,0.7379899999999999
11292823,"[6, 32]",2.18195,0.008099999999999774
11292833,"[6, 32]",2.1417,1.4114
11293060,"[6, 32]",1.96034,0.008680000000000021
11293252,[6],5.4816,
11293273,[6],2.0816,
11293339,"[6, 32]",2.9048,0.037599999999999856
11293712,"[6, 32]",3.80345,2.6069000000000004
11294360,"[6, 32]",1.4842,0.01750000000000007
11294526,"[6, 32]",4.565149999999999,0.010299999999999976
11294718,"[6, 32]",3.8217499999999998,0.07970000000000033
11294900,[6],1.6631,
11294988,"[6, 32]",2.08645,0.007099999999999884
11295089,"[6, 32]",1.72986,0.009719999999999951
11295284,"[6, 32]",0.274555,0.49222999999999995
11295596,"[6, 32]",2.65325,0.022699999999999942
11295799,"[6, 32]",2.6896950000000004,0.005009999999999959
11295806,"[6, 32]",1.92475,0.0042200000000001125
11295881,[6],6.9532,
11295913,"[6, 32]",1.5720100000000001,0.0035600000000000076
11295985,[6],0.936,
11296026,[6],6.74,
11296047,"[6, 32]",1.385235,0.3784700000000001
11296067,"[6, 32]",10.1755,0.8450000000000006
11296141,"[6, 32]",2.7634,0.053199999999999914
11296148,"[6, 32]",1.016195,0.0018299999999999983
11296153,"[6, 32]",1.0162399999999998,0.0020000000000000018
11296154,"[6, 32]",3.7152499999999997,2.4227
11296200,[6],6.922,
11296217,"[6, 32]",5.6549,0.06979999999999986
11296218,"[6, 32]",1.89882,0.0015399999999998748
11296242,"[6, 32]",4.5915,0.03699999999999992
11296259,"[6, 32]",7.10935,0.005499999999999616
11296279,[6],4.4072,
11296297,"[6, 32]",6.34265,0.13289999999999935
11296313,[6],2.2,
11296423,"[6, 32]",0.516165,0.00032999999999994145
11296444,[6],1.18071,
11296508,[6],3.1332,
11296570,[6],1.14172,
11296604,[6],7.7597,
11296619,[6],5.2005,
11296632,[6],2.6728,
11296635,[6],0.913,
11296707,[6],1.81098,
11296730,[6],3.709,
11296799,[6],2.6884,
11296811,[6],0.446,
11296822,[6],0.62338,
11296835,[6],1.6422,
11296956,[6],8.75,
11296983,[6],4.9373,
11296992,[6],3.4193,
11296996,[6],3.39,
11297024,[6],0.91481,
11297025,[6],0.91461,
11297122,[6],7.2463,
11297393,[6],5.7687,
11297799,[6],3.1204,
11298289,[6],3.6326,
11299044,[6],0.62702,
11299177,[6],3.3191,
11299180,[6],3.8924,
11299247,[6],0.6177,
11299267,[6],1.17813,
11299431,[6],6.2947,
11299576,[6],0.362,
11299634,[6],8.213,
11299773,[6],0.45638,
11299847,[6],1.28167,
11299934,[6],0.382,
11300018,[6],3.9613,
11300029,[6],2.3884,
11300044,[6],2.10204,
11300116,[6],1.309,
11300144,[6],0.61181,
11300147,[6],2.2,
11300159,[6],1.67623,
11300168,[6],0.831,
11300180,[6],5.57,
11300229,[6],2.31251,
11300231,[6],1.9183,
11300256,[6],2.09,
11343779,[14],7.555,
11355077,[6],0.88733,
11355078,[6],1.5464,
11355085,[6],1.69138,
11355100,[6],8.525,
11355122,[6],3.2796,
11355166,[6],0.63602,
11355172,[6],2.7,
11355200,[6],1.52667,
11355211,[6],7.44,
11355235,[6],0.25515,
11355246,[6],6.45,
11355249,[6],2.8761,
11355255,[6],6.0223,
11355256,[6],6.155,
11355271,[6],5.7515,
11355296,[6],1.9828,
11355305,[6],10.644,
11355308,[6],0.92817,
11355382,[6],2.4842,
11355524,[6],1.864,
11355886,"[6, 32]",1.82464,0.009379999999999944
11355904,"[6, 32]",1.078585,0.0008299999999998864
11356619,"[6, 32]",0.691,0.0
11356697,[6],10.999,
11356769,"[6, 32]",0.272725,7.00000000000145e-05
11357034,[32],2.03501,
11357348,[32],2.43,
11357666,[6],2.0685,
11358742,"[6, 32]",0.164815,3.0000000000002247e-05
11358915,[6],1.95656,
11358917,[6],1.3123,
11359085,[6],0.26396,
11359559,[6],6.007,
11359624,[6],3.32,
11359988,[6],1.32107,
11360110,[6],4.0822,
11360111,[6],1.2975,
11360124,[6],3.9382,
11360145,[6],2.4708,
11360165,[6],0.69509,
11360168,[6],3.6217,
11360215,[6],5.1676,
11360272,[6],1.42455,
11360423,[6],3.5519,
11360509,[6],6.86,
11360530,[6],5.32,
11360559,[6],2.48,
11360643,[6],8.084,
11360678,[6],7.385,
11360734,[6],0.25853,
11360764,[6],2.14186,
11360876,[6],7.77,
11360985,[6],1.44873,
11361032,[6],2.99,
11361064,[6],3.1616,
11361065,[6],3.0718,
11361066,[6],3.0718,
11361200,[6],3.4636,
11361293,[6],0.44308,
11361473,[6],0.03926,
11361711,[6],3.6,
11361876,[6],2.8644,
11362017,[6],8.344,
11400674,[6],3.1725,
11400697,[6],1.05874,
11400774,[6],4.77,
11400778,[6],4.3547,
11401105,[6],2.41315,
11401303,[6],3.5342,
11401374,[6],6.6695,
11401448,[6],1.2463,
11401543,[6],2.038,
11401724,[6],4.719,
11401821,[6],0.75278,
11401865,[6],1.615,
11401988,[6],5.2485,
11402126,[6],1.899,
11402225,[6],5.76,
11402950,[6],1.403,
11406879,[6],2.11,
11409320,[6],1.36057,
11410368,[6],4.91,
11411250,[6],0.99015,
11411481,[6],0.86463,
11411651,[6],11.431,
11411658,[6],5.3651,
11411742,[6],2.9557,
11411749,[6],1.347,
11411766,[6],3.5349,
11411828,[6],4.3492,
11411829,[6],4.3492,
11411863,[6],3.9208,
11412042,[6],1.109,
11412116,[6],1.4971,
11412200,[6],5.6751,
11412214,[6],6.5925,
11412481,[6],0.719,
11412516,[6],3.8378,
11412536,[6],6.7326,
11412613,[6],3.6544,
11412615,[6],3.6544,
11412647,[6],2.713,
11412693,[6],1.4256,
11413207,[6],1.16506,
11414111,[6],3.6435,
11414150,[6],0.872,
11429071,[18],1.68964,
11434463,[18],6.778,
11437096,[18],4.37,
11452495,[6],5.42,
11452793,[6],5.6062,
11452912,[6],0.502,
11453137,[6],6.196,
11453143,[6],8.611,
11453195,[6],0.5358,
11453300,[6],2.783,
11453330,[6],4.5686,
11453341,[6],3.13,
11453344,[6],3.1763,
11453346,[6],3.2,
11453394,[6],7.19,
11453514,[6],6.39,
11453625,[6],1.40748,
11453635,[6],4.3261,
11453655,[6],2.6262,
11453673,[6],2.9175,
11453683,[6],1.31,
11453766,[6],4.4567,
11453942,[6],1.283,
11454218,[6],0.90539,
11454291,[6],5.106,
11454389,[6],3.63,
11454398,[6],1.69532,
11454400,[6],1.69532,
11455460,[6],0.30948,
11455748,[6],2.3616,
11456988,[6],0.45077,
11458004,[6],1.70261,
11458103,[6],0.354,
11458958,[6],3.5871,
11459120,[6],5.44,
11459276,[6],1.641,
11459277,[6],10.583,
11459311,[6],0.63335,
11459354,[6],3.4356,
11459460,[6],2.5472,
11459545,[6],3.2805,
11459759,[6],2.04,
11460312,[6],1.25739,
11460382,[6],2.37844,
11461152,[6],1.29879,
11461254,[6],3.9649,
11494044,[20],1.07,
11547232,[20],3.49,
11573949,[15],3.46,
11576363,[15],4.014,
11584554,[14],3.2694,
11594077,[20],6.5459,
11594113,[20],3.26,
11660597,[8],0.91004,
11756707,"[6, 33]",4.055,0.04999999999999982
11764420,[20],0.0286,
11796778,"[14, 15]",4.8639,0.02340000000000053
11915139,"[14, 15]",0.805725,0.0021700000000000053
11959334,[33],0.385,
11962435,"[6, 33]",0.49375,0.0006200000000000094
11968026,"[9, 35]",0.713365,0.0012699999999999934
12002820,[24],7.526,
12002831,[24],7.53,
12034488,"[6, 33]",3.3449999999999998,2.1300000000000003
12091575,[6],2.998,
12102978,[18],4.516,
12107385,[18],5.2426,
12156284,[6],0.0338,
12156415,[6],0.03314,
12156441,[6],0.03592,
12156610,[6],0.38501,
12156998,[6],1.507,
12161495,"[6, 33]",1.584645,0.0014899999999999913
12220972,[18],5.487,
12220975,[18],5.487,
12221103,[18],5.523,
12221866,[18],1.36914,
12222221,[18],5.338,
12222626,[18],7.568,
12223962,[18],0.93326,
12226537,[6],3.221,
12231205,"[6, 33]",3.1463200000000002,2.1513600000000004
12231577,[6],6.5954,
12304827,[6],7.2129,
12307025,"[6, 33]",3.6388,0.05600000000000005
12308234,[33],6.62,
12312918,[6],5.07,
12320469,"[18, 25]",1.41361,0.006780000000000008
12321111,"[18, 25]",0.72988,4.0000000000040004e-05
12345036,"[6, 33]",0.37911,0.000140000000000029
12345505,"[6, 33]",0.05523,0.05474000000000001
12346078,"[6, 33]",0.225115,0.15023
12346506,"[6, 33]",7.26685,4.962299999999999
12366818,[15],5.7152,
12367266,[14],3.0068,
12402844,[18],0.99099,
12407219,[18],7.0943,
12476813,[18],2.5789,
12480119,[18],4.3526,
12481369,[18],7.534,
12483913,[18],0.40917,
12525149,[14],4.9048,
12578537,"[14, 15]",0.93668,0.0006400000000000849
12635864,[18],0.48872,
12639151,[18],7.907,
12646685,[18],0.13251,
12646799,[18],0.16026,
12648082,[18],3.3881,
12672746,"[14, 15]",2.09355,0.007100000000000328
12709311,"[17, 24]",5.48815,3.3877000000000006
12717203,"[17, 24]",7.1472,0.04380000000000006
12734885,[18],6.877,
12739427,[18],9.413,
12745135,"[18, 25]",0.032409999999999994,1.9999999999999185e-05
12746765,"[18, 25]",0.6993050000000001,0.0008100000000000884
12828458,[25],0.36915,
12832704,[18],0.27953,
12868791,[24],7.083,
12874656,[18],5.06,
12904347,[18],1.7146,
12905339,[18],0.16126,
12905437,[18],6.956,
12905546,[18],5.398,
12905830,[18],0.254,
12909594,"[18, 25]",0.79152,0.0009600000000000719
12927700,[15],0.43192,
12958463,"[17, 24]",0.038505,1.0000000000003062e-05
12983355,[18],5.59,
12986893,[18],4.1483,
12988205,[18],4.593,
13029407,"[17, 18, 24]",4.267566666666667,0.12319999999999975
13079472,[18],0.74777,
13087668,[18],3.3553,
13088339,[18],3.6105,
13099953,[17],5.7983,
13102330,[18],0.65722,
13103583,"[17, 18]",0.447235,0.00046999999999997044
13105260,"[17, 24]",6.8518,0.05039999999999978
13110527,"[17, 24]",3.8132900000000003,5.86542
13110796,[17],6.698,
13111406,[17],5.5165,
13112015,[17],2.02365,
13112810,[17],8.916,
13124091,[15],2.5,
13189700,[18],5.898,
13206377,"[17, 24]",2.3105,0.039000000000000146
13213626,"[17, 18, 24]",1.5382733333333334,0.0341800000000001
13217758,"[17, 18, 24]",0.2021166666666667,1.9999999999992246e-05
13252106,[14],5.3455,
13285660,[24],2.41,
13332837,"[14, 15]",0.14548,3.999999999998449e-05
13375653,[24],3.3646,
13379245,[17],3.1964,
13381257,[17],5.2319,
13384459,[24],1.16577,
13385468,"[17, 24]",1.567895,0.00822999999999996
13386001,"[17, 24]",4.6667,0.14400000000000013
13387129,"[17, 18, 24]",0.03061,3.0000000000002247e-05
13389515,[34],3.9842,
13394917,[8],0.22321,
13427743,"[8, 34]",2.7592999999999996,0.35539999999999994
13434888,[34],7.991,
13450433,[18],0.1156,
13464556,"[18, 24]",5.97865,0.13729999999999976
13468455,[18],10.542,
13521880,[18],4.4,
13533133,[18],5.386,
13541131,"[14, 15]",0.5600849999999999,0.00016999999999989246
13571835,[15],4.3929,
13616884,[18],0.18941,
13623825,"[8, 34]",4.7732,0.06080000000000041
13623872,"[8, 34]",5.1459,4.026199999999999
13674121,"[8, 34]",2.1408300000000002,0.007860000000000422
13709577,"[8, 34]",7.9515,0.5830000000000002
13767225,[18],0.63833,
13767506,[18],10.806,
13769915,[18],3.5417,
13775871,[18],6.641,
13783832,"[14, 15]",2.81054,0.0010799999999999699
13791570,"[14, 15]",2.456375,0.047250000000000014
13820601,"[8, 34]",1.6142,0.008399999999999963
13943353,[18],4.649,
13952002,[18],0.95673,
13967727,[14],0.22478,
13968858,"[14, 15]",1.74093,0.005859999999999976
13972118,[14],0.72143,
13973539,"[14, 15]",0.28527,0.0005400000000000404
14058124,[12],0.38141,
14061646,[12],0.16135,
14195308,[20],8.116,
14202599,[14],7.3,
14205852,"[14, 15]",3.49365,0.0472999999999999
14248090,[20],9.464,
14248095,[20],11.699,
14321312,[14],1.6535,
14367657,[7],0.09583,
14402358,[14],5.9183,
14406142,[14],0.27684,
14408263,[14],7.028,
14408362,[15],2.3013,
14498338,"[7, 33]",0.26580000000000004,1.999999999996449e-05
14605452,[33],0.09258,
14619393,"[14, 15]",0.158955,9.999999999982245e-06
14627855,"[14, 15]",3.70215,0.1001000000000003
14687853,[12],2.52809,
14728048,[14],4.8776,
14834047,"[14, 15]",2.825775,0.07154999999999978
15033645,[12],3.4556,
15070144,[15],1.494,
15138442,"[14, 15]",0.5822849999999999,3.0000000000085514e-05
15139001,"[14, 15]",0.99258,0.06157999999999986
15140327,"[14, 15]",0.46875,0.0005600000000000049
15248021,"[14, 15]",3.4617500000000003,0.15649999999999986
15248483,[15],7.57,
15263641,[12],4.4529,
15275603,[12],7.199,
15363163,[10],3.719,
15372879,"[10, 11]",1.537,0.010000000000000009
15372890,"[10, 11]",1.5284650000000002,0.0018700000000000383
15413688,[12],0.98836,
15442215,[10],0.73952,
15443102,[10],0.924,
15444490,"[10, 11]",1.4508699999999999,0.9717399999999999
15446986,[10],5.3832,
15446998,"[10, 11]",5.45995,0.16169999999999973
15459605,[15],6.98,
15470136,[14],7.01,
15470490,[15],1.48964,
15471928,"[14, 15]",1.7598,0.006019999999999914
15479188,[14],7.185,
15525212,[10],2.7688,
15529268,"[10, 11]",7.96795,0.22409999999999997
15565320,[14],4.8342,
15566127,"[14, 15]",2.95855,0.09829999999999961
15567705,"[14, 15]",1.836155,0.0023100000000000342
15568302,"[14, 15]",0.50881,0.00012000000000000899
15639897,[12],0.0282,
15683140,"[14, 15]",2.0715,0.0030000000000001137
15685028,[14],7.475,
15685034,[14],7.475,
15886877,[15],2.3173,
15889354,[14],4.914,
15891271,[14],3.2322,
15893880,"[14, 15]",6.625,0.3100000000000005
15894166,[14],4.8036,
15899548,[15],6.261,
15925008,[20],5.803,
15994085,[14],3.0602,
16046725,[20],1.5649,
16172961,[12],0.51829,
16230164,[12],4.1266,
16302650,[15],1.13899,
16303187,"[14, 15]",4.41325,0.12849999999999984
16304794,[15],4.7,
16305644,"[14, 15]",0.62035,0.0013599999999999168
16305950,[14],0.15105,
16306424,"[14, 15]",0.275705,4.999999999999449e-05
16307512,[14],6.03,
16316642,"[14, 15]",2.01109,0.0021800000000000708
16400250,"[14, 15]",3.7873,0.05359999999999987
16402750,"[14, 15]",1.6022349999999999,0.013530000000000042
16403262,[15],3.88,
16409401,"[14, 15]",0.52271,0.0005800000000000249
16409631,"[14, 15]",3.26675,0.08729999999999993
16427294,[20],6.234,
16483481,[20],3.2064,
16618262,[14],1.26016,
16736427,[14],7.0609,
16741386,"[14, 15]",2.8034999999999997,0.008999999999999897
16790980,[12],0.0889,
16835462,"[14, 15]",0.55989,0.00042000000000008697
16836232,"[14, 15]",5.33215,0.22330000000000005
17034490,"[14, 15]",3.2955,0.016000000000000014
17035100,"[14, 15]",1.6203,0.0038599999999999746
17115981,[12],6.14,
17125930,[14],4.7744,
17131690,[14],7.128,
17131877,[15],1.99467,
17133914,[14],0.942,
17134745,[14],0.29257,
17390928,[12],4.78,
17446238,[14],6.7005,
17446962,"[14, 15]",0.34228000000000003,0.00015999999999999348
17448785,"[14, 15]",3.15655,0.0009000000000001229
17596636,[7],7.817,
17745958,"[7, 34]",1.0250949999999999,0.01046999999999998
17886656,"[8, 35]",5.899900000000001,3.7345999999999995
18046176,[12],4.398,
18070973,"[8, 35]",0.048854999999999996,0.037489999999999996
18082329,[8],3.3874,
18146519,[8],7.132,
18147407,[8],2.03,
18215965,[8],1.15229,
18216692,"[8, 35]",6.016500000000001,1.681
18288165,[8],2.7408,
18351114,"[8, 9]",4.8443000000000005,0.32860000000000067
18424468,"[8, 9, 35]",5.611266666666666,0.16670000000000051
18427211,"[8, 9, 35]",6.9928,6.303299999999999
18525207,[8],0.09223,
18554403,[8],2.81,
18654361,"[8, 9, 35]",0.19119666666666668,1.0000000000010001e-05
18700570,"[8, 35]",6.091049999999999,0.062100000000000044
18785202,"[8, 35]",0.049600000000000005,0.0396
18793733,[8],1.46865,
18934965,"[7, 34]",0.04218,0.009340000000000001
19003747,[7],0.0302,
19014470,[8],5.545,
19064134,[34],6.582,
19084657,[9],0.751,
19086693,"[8, 35]",6.4432,0.04560000000000031
19086694,"[8, 35]",6.4432,0.04560000000000031
19089520,[8],6.283,
19124465,[7],0.02818,
19124638,[7],0.03677,
19144327,[8],5.86,
19145404,"[8, 35]",3.1089,0.030200000000000227
19196201,"[8, 9]",2.46675,0.10650000000000004
19199161,[35],9.12,
19199490,[8],2.574,
19200421,"[8, 35]",1.894225,0.00920999999999994
19202255,[8],6.34,
19253627,[7],4.465,
19357270,"[8, 9]",7.4336,0.9488000000000003
19357831,"[8, 9, 35]",0.5651133333333334,0.000260000000000038
19358342,"[9, 35]",6.6853,0.6614000000000004
19436635,"[9, 35]",1.7628499999999998,0.008099999999999996
19438916,[35],0.24718,
19443675,"[8, 9]",7.891,2.6640000000000006
19443677,"[8, 9]",7.7675,2.415
19448155,[7],0.459,
19497077,[8],2.2166,
19497442,"[8, 9]",6.477499999999999,0.367
19540259,[12],0.59907,
19541857,"[8, 9]",7.6949,4.7661999999999995
19543773,"[8, 9, 35]",6.423666666666667,0.3689999999999998
19543827,[35],0.209,
19546464,"[8, 9, 35]",0.5668633333333333,0.00040999999999991044
19546470,"[8, 9, 35]",0.5668633333333333,0.00040999999999991044
19552127,[35],9.895,
19610509,"[8, 35]",4.6136,0.020400000000000418
19615346,"[8, 9]",0.93657,0.0018199999999999328
